rank,naics_code,entity_name,cbp_mapping_type,cbp_source_naics_2017_codes,cbp_establishments_2022,cbp_employment_2022,cbp_annual_payroll_usd_2022,cbp_average_annual_pay_usd_2022,bls_establishments_2024,bls_employment_2024,bls_average_annual_pay_usd_2024,bls_employment_growth_pct_2024,bls_pay_growth_pct_2024,sba_size_standard_basis,sba_size_standard_value,sba_size_standard_display,employees_per_establishment,payroll_per_establishment_usd,employment_gap_ratio_bls_to_cbp,fragmentation,operating_complexity,willingness_to_pay,growth,market_scale,workflow_intensity,thesis_fit,software_wedge,rollup_wedge,confidence,workflow_matrix_industry_code,workflow_mapping_type,workflow_coverage_share_pct,workflow_frontline_operator_share_pct,workflow_knowledge_work_share_pct,workflow_documentation,workflow_coordination,workflow_compliance,workflow_care_service,workflow_top_occupations,recommended_move,summary,caveats
365,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",direct,423330,3495,47223,4161355000,88121.36,4189,46740,97828,4.2,8.1,employees,225.0,225 employees,13.51,1190659.51,0.99,65.8,31.2,25.5,87.4,62.5,75.9,71.0,57.5,55.3,90.0,4230A1,broad_parent,87.8,80.0,8.9,67.3,68.2,67.9,55.5,"Sales representatives, wholesale and manufacturing, except technical and scientific products (15.2%)|Laborers and freight, stock, and material movers, hand (9.8%)|General and operations managers (5.1%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses a broader published BLS parent industry; treat occupation mix as directional rather than exact for this NAICS line."
366,336612,Boat Building,direct,336612,903,48087,2637598000,54850.54,1160,42993,61505,-13.1,4.6,employees,1000.0,"1,000 employees",53.25,2920928.02,0.894,36.1,74.2,64.2,19.9,57.1,75.0,73.0,57.5,53.8,90.0,336600,numeric_parent,80.3,81.6,13.9,62.8,67.4,72.1,52.2,"Welders, cutters, solderers, and brazers (9.0%)|Fiberglass laminators and fabricators (5.7%)|First-line supervisors of production and operating workers (4.0%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
367,337212,Custom Architectural Woodwork and Millwork Manufacturing,direct,337212,2352,43464,2564139000,58994.55,2106,27048,68289,2.7,4.2,employees,500.0,500 employees,18.48,1090195.15,0.622,57.4,50.2,28.4,68.7,55.5,77.2,69.0,57.5,53.2,85.0,3370A1,broad_parent,82.5,87.0,7.0,61.0,64.7,69.1,50.1,"Cabinetmakers and bench carpenters (18.1%)|Woodworking machine setters, operators, and tenders, except sawing (4.7%)|First-line supervisors of production and operating workers (4.6%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | CBP 2022 employment and BLS 2024 private-sector employment differ materially; treat labor scale as directional. | Workflow layer uses a broader published BLS parent industry; treat occupation mix as directional rather than exact for this NAICS line. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
368,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,direct,423820,7451,108592,7785884000,71698.5,9491,117117,84235,0.2,1.6,employees,125.0,125 employees,14.57,1044944.84,1.079,72.0,37.1,18.5,38.5,79.3,79.3,75.0,56.0,57.5,90.0,423820,exact_code,93.1,86.9,4.9,69.3,67.5,68.0,56.1,"Farm equipment mechanics and service technicians (20.9%)|Sales representatives, wholesale and manufacturing, except technical and scientific products (11.7%)|Parts salespersons (8.7%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence."
369,562991,Septic Tank and Related Services,direct,562991,3997,31989,1850700000,57854.26,4547,34354,63686,2.8,4.6,receipts_millions_usd,9.0,$9.00M,8.0,463022.27,1.074,74.7,32.6,10.7,72.0,46.2,78.6,82.0,57.4,54.7,90.0,562900,numeric_parent,89.4,85.6,6.5,65.0,69.1,71.8,55.2,Hazardous materials removal workers (17.0%)|Septic tank servicers and sewer pipe cleaners (8.5%)|Heavy and tractor-trailer truck drivers (6.5%),monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
370,336510,Railroad Rolling Stock Manufacturing,direct,336510,211,24409,2074934000,85006.92,384,22420,85560,3.5,3.9,employees,1500.0,"1,500 employees",115.68,9833810.43,0.919,11.3,75.4,94.7,71.0,43.5,69.5,53.0,57.4,49.3,90.0,336500,exact_title,64.3,71.1,20.7,62.9,65.1,71.6,50.8,"Welders, cutters, solderers, and brazers (12.4%)|Machinists (5.5%)|Industrial engineers (4.1%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
371,423930,Recyclable Material Merchant Wholesalers,direct,423930,7761,102804,6329795000,61571.49,7994,100562,69384,-0.5,2.5,employees,125.0,125 employees,13.25,815590.13,0.978,74.0,41.4,16.0,36.0,76.3,74.0,75.0,55.8,57.4,90.0,423000,broad_parent,88.0,76.5,12.2,67.9,68.2,67.8,54.9,"Sales representatives, wholesale and manufacturing, except technical and scientific products (12.4%)|Laborers and freight, stock, and material movers, hand (6.7%)|General and operations managers (4.7%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses a broader published BLS parent industry; treat occupation mix as directional rather than exact for this NAICS line."
372,531320,Offices of Real Estate Appraisers,direct,531320,13373,37676,2534741000,67277.34,13100,28146,75214,-6.8,5.7,receipts_millions_usd,9.5,$9.50M,2.82,189541.69,0.747,92.9,16.4,8.1,27.6,53.2,74.2,65.0,51.3,57.4,90.0,531000,broad_parent,92.1,70.0,7.6,70.7,73.0,70.1,58.5,"Maintenance and repair workers, general (16.8%)|Property, real estate, and community association managers (13.1%)|Real estate sales agents (8.4%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses a broader published BLS parent industry; treat occupation mix as directional rather than exact for this NAICS line."
373,322291,Sanitary Paper Product Manufacturing,direct,322291,132,18655,1232948000,66092.09,263,28089,82247,1.8,3.5,employees,1500.0,"1,500 employees",141.33,9340515.15,1.506,6.5,78.8,94.5,58.5,32.3,80.1,57.0,57.3,46.6,85.0,322200,numeric_parent,93.0,89.4,5.5,65.5,67.3,72.1,58.2,"Paper goods machine setters, operators, and tenders (24.2%)|Laborers and freight, stock, and material movers, hand (5.0%)|Industrial truck and tractor operators (4.9%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | CBP 2022 employment and BLS 2024 private-sector employment differ materially; treat labor scale as directional. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
374,333310,Commercial and Service Industry Machinery Manufacturing,aggregated_2017_to_2022,333314|333316|333318,1728,77092,6497423000,84281.42,3136,87807,92896,-1.8,4.4,employees,1000.0,"1,000 employees",44.61,3760082.75,1.139,44.7,55.6,67.9,37.2,73.3,64.4,65.0,56.1,57.3,80.0,333300,exact_title,71.2,57.3,28.2,68.3,68.8,71.1,51.5,"Software developers (4.0%)|Welders, cutters, solderers, and brazers (3.5%)|First-line supervisors of production and operating workers (3.4%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | CBP business anchors are aggregated forward from 2017 NAICS into the 2022 definition. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
375,213111,Drilling Oil and Gas Wells,direct,213111,2008,53277,5405172000,101454.14,2069,43714,124403,-8.4,6.3,employees,1000.0,"1,000 employees",26.53,2691818.73,0.821,51.5,41.5,63.1,27.5,67.2,78.9,58.0,54.5,57.3,90.0,213000,broad_parent,91.7,84.5,8.4,66.0,71.9,74.3,59.4,"Roustabouts, oil and gas (12.7%)|Service unit operators, oil and gas (10.5%)|Heavy and tractor-trailer truck drivers (6.7%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses a broader published BLS parent industry; treat occupation mix as directional rather than exact for this NAICS line."
376,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",direct,332812,2677,53201,3041397000,57168.04,3090,58933,63176,-1.1,3.8,employees,600.0,600 employees,19.87,1136121.4,1.108,57.4,54.2,34.5,38.8,60.0,79.2,73.0,57.2,55.3,90.0,332800,numeric_parent,93.0,88.5,4.8,63.9,65.6,72.3,53.7,"Plating machine setters, operators, and tenders, metal and plastic (15.3%)|Coating, painting, and spraying machine setters, operators, and tenders (12.4%)|Laborers and freight, stock, and material movers, hand (6.2%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
377,321920,Wood Container and Pallet Manufacturing,direct,321920,2767,59688,2859086000,47900.52,3176,64350,53506,0.1,2.5,employees,500.0,500 employees,21.57,1033280.09,1.078,56.5,59.8,27.7,40.3,60.5,78.9,73.0,57.2,53.7,90.0,321900,numeric_parent,71.8,89.6,3.9,60.8,65.4,69.4,52.0,"Woodworking machine setters, operators, and tenders, except sawing (10.5%)|Laborers and freight, stock, and material movers, hand (6.4%)|Sawing machine setters, operators, and tenders, wood (4.4%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
